variable,group,value
benfordslaw,18,0.0
benfordslaw,19,67.0
benfordslaw,20,68.0
benfordslaw,21,100.0
benfordslaw,22,88.0
benfordslaw,23,114.0
benfordslaw,24,102.0
benfordslaw,25,113.0
benfordslaw,26,99.0
benfordslaw,27,67.0
benfordslaw,28,55.0
benfordslaw,29,76.0
benfordslaw,30,76.0
benfordslaw,31,66.0
benfordslaw,32,108.0
benfordslaw,33,174.0
benfordslaw,34,412.0
benfordslaw,35,264.0
benfordslaw,36,278.0
benfordslaw,37,184.0
benfordslaw,38,143.0
benfordslaw,39,536.0
benfordslaw,40,583.0
benfordslaw,41,374.0
benfordslaw,42,215.0
benfordslaw,43,171.0
benfordslaw,44,226.0
benfordslaw,45,182.0
benfordslaw,46,262.0
benfordslaw,53,143.0
benfordslaw,1,266.0
benfordslaw,2,398.0
benfordslaw,3,415.0
benfordslaw,4,206.0
benfordslaw,5,280.0
benfordslaw,6,440.0
benfordslaw,7,185.0
benfordslaw,8,257.0
benfordslaw,9,324.0
benfordslaw,10,238.0
benfordslaw,11,197.0
benfordslaw,12,263.0
benfordslaw,13,318.0
benfordslaw,14,334.0
benfordslaw,15,160.0
benfordslaw,16,249.0
benfordslaw,17,257.0
benfordslaw,18,169.0
benfordslaw,19,225.0
benfordslaw,20,201.0
benfordslaw,21,184.0
benfordslaw,22,190.0
benfordslaw,23,231.0
benfordslaw,24,178.0
benfordslaw,25,268.0
benfordslaw,26,304.0
benfordslaw,27,258.0
benfordslaw,28,343.0
benfordslaw,29,350.0
benfordslaw,30,328.0
benfordslaw,31,181.0
benfordslaw,32,343.0
benfordslaw,33,279.0
benfordslaw,34,228.0
benfordslaw,35,318.0
benfordslaw,36,207.0
benfordslaw,37,182.0
benfordslaw,38,354.0
benfordslaw,39,223.0
benfordslaw,40,256.0
benfordslaw,41,145.0
benfordslaw,42,731.0
benfordslaw,43,279.0
benfordslaw,44,343.0
benfordslaw,45,347.0
benfordslaw,46,358.0
benfordslaw,47,425.0
benfordslaw,48,481.0
benfordslaw,49,928.0
benfordslaw,50,514.0
benfordslaw,51,539.0
benfordslaw,52,428.0
benfordslaw,1,425.0
benfordslaw,2,456.0
benfordslaw,3,699.0
benfordslaw,4,624.0
benfordslaw,5,635.0
benfordslaw,6,1406.0
benfordslaw,7,730.0
benfordslaw,8,1016.0
benfordslaw,9,1229.0
benfordslaw,10,1534.0
benfordslaw,11,1013.0
bnclassify,18,0.0
bnclassify,19,0.0
bnclassify,20,0.0
bnclassify,21,0.0
bnclassify,22,0.0
bnclassify,23,0.0
bnclassify,24,0.0
bnclassify,25,0.0
bnclassify,26,0.0
bnclassify,27,0.0
bnclassify,28,0.0
bnclassify,29,0.0
bnclassify,30,0.0
bnclassify,31,0.0
bnclassify,32,0.0
bnclassify,33,0.0
bnclassify,34,0.0
bnclassify,35,0.0
bnclassify,36,0.0
bnclassify,37,0.0
bnclassify,38,0.0
bnclassify,39,0.0
bnclassify,40,0.0
bnclassify,41,0.0
bnclassify,42,0.0
bnclassify,43,0.0
bnclassify,44,0.0
bnclassify,45,0.0
bnclassify,46,0.0
bnclassify,53,0.0
bnclassify,1,0.0
bnclassify,2,0.0
bnclassify,3,0.0
bnclassify,4,0.0
bnclassify,5,0.0
bnclassify,6,0.0
bnclassify,7,0.0
bnclassify,8,0.0
bnclassify,9,0.0
bnclassify,10,0.0
bnclassify,11,0.0
bnclassify,12,0.0
bnclassify,13,0.0
bnclassify,14,0.0
bnclassify,15,0.0
bnclassify,16,0.0
bnclassify,17,0.0
bnclassify,18,0.0
bnclassify,19,0.0
bnclassify,20,0.0
bnclassify,21,0.0
bnclassify,22,0.0
bnclassify,23,0.0
bnclassify,24,0.0
bnclassify,25,0.0
bnclassify,26,0.0
bnclassify,27,0.0
bnclassify,28,0.0
bnclassify,29,0.0
bnclassify,30,0.0
bnclassify,31,0.0
bnclassify,32,0.0
bnclassify,33,0.0
bnclassify,34,0.0
bnclassify,35,0.0
bnclassify,36,0.0
bnclassify,37,0.0
bnclassify,38,0.0
bnclassify,39,0.0
bnclassify,40,0.0
bnclassify,41,0.0
bnclassify,42,0.0
bnclassify,43,0.0
bnclassify,44,0.0
bnclassify,45,0.0
bnclassify,46,0.0
bnclassify,47,0.0
bnclassify,48,0.0
bnclassify,49,0.0
bnclassify,50,0.0
bnclassify,51,0.0
bnclassify,52,0.0
bnclassify,1,0.0
bnclassify,2,0.0
bnclassify,3,0.0
bnclassify,4,0.0
bnclassify,5,0.0
bnclassify,6,0.0
bnclassify,7,0.0
bnclassify,8,0.0
bnclassify,9,331.0
bnclassify,10,151.0
bnclassify,11,58.0
bnlearn,18,0.0
bnlearn,19,439.0
bnlearn,20,521.0
bnlearn,21,500.0
bnlearn,22,1858.0
bnlearn,23,1172.0
bnlearn,24,869.0
bnlearn,25,599.0
bnlearn,26,668.0
bnlearn,27,442.0
bnlearn,28,407.0
bnlearn,29,456.0
bnlearn,30,1064.0
bnlearn,31,1218.0
bnlearn,32,771.0
bnlearn,33,780.0
bnlearn,34,636.0
bnlearn,35,920.0
bnlearn,36,1221.0
bnlearn,37,932.0
bnlearn,38,673.0
bnlearn,39,915.0
bnlearn,40,494.0
bnlearn,41,462.0
bnlearn,42,612.0
bnlearn,43,440.0
bnlearn,44,771.0
bnlearn,45,586.0
bnlearn,46,855.0
bnlearn,53,465.0
bnlearn,1,412.0
bnlearn,2,567.0
bnlearn,3,924.0
bnlearn,4,890.0
bnlearn,5,1881.0
bnlearn,6,2730.0
bnlearn,7,1948.0
bnlearn,8,1642.0
bnlearn,9,2272.0
bnlearn,10,2198.0
bnlearn,11,2452.0
bnlearn,12,2300.0
bnlearn,13,2444.0
bnlearn,14,2531.0
bnlearn,15,1492.0
bnlearn,16,2155.0
bnlearn,17,2284.0
bnlearn,18,2354.0
bnlearn,19,2996.0
bnlearn,20,2256.0
bnlearn,21,2740.0
bnlearn,22,3031.0
bnlearn,23,2915.0
bnlearn,24,3030.0
bnlearn,25,2894.0
bnlearn,26,2753.0
bnlearn,27,2136.0
bnlearn,28,3506.0
bnlearn,29,3483.0
bnlearn,30,2731.0
bnlearn,31,2238.0
bnlearn,32,2782.0
bnlearn,33,3005.0
bnlearn,34,3984.0
bnlearn,35,2786.0
bnlearn,36,2107.0
bnlearn,37,3235.0
bnlearn,38,4006.0
bnlearn,39,2539.0
bnlearn,40,3468.0
bnlearn,41,3243.0
bnlearn,42,4561.0
bnlearn,43,4097.0
bnlearn,44,3573.0
bnlearn,45,3308.0
bnlearn,46,5642.0
bnlearn,47,4977.0
bnlearn,48,3627.0
bnlearn,49,4887.0
bnlearn,50,3775.0
bnlearn,51,4984.0
bnlearn,52,3699.0
bnlearn,1,4374.0
bnlearn,2,5061.0
bnlearn,3,3475.0
bnlearn,4,3968.0
bnlearn,5,4230.0
bnlearn,6,4922.0
bnlearn,7,5916.0
bnlearn,8,6175.0
bnlearn,9,5906.0
bnlearn,10,9038.0
bnlearn,11,5261.0
caerus,18,0.0
caerus,19,453.0
caerus,20,147.0
caerus,21,154.0
caerus,22,126.0
caerus,23,127.0
caerus,24,138.0
caerus,25,109.0
caerus,26,113.0
caerus,27,92.0
caerus,28,68.0
caerus,29,95.0
caerus,30,90.0
caerus,31,98.0
caerus,32,87.0
caerus,33,81.0
caerus,34,89.0
caerus,35,93.0
caerus,36,128.0
caerus,37,66.0
caerus,38,91.0
caerus,39,69.0
caerus,40,92.0
caerus,41,53.0
caerus,42,72.0
caerus,43,80.0
caerus,44,76.0
caerus,45,70.0
caerus,46,94.0
caerus,53,53.0
caerus,1,40.0
caerus,2,83.0
caerus,3,424.0
caerus,4,184.0
caerus,5,152.0
caerus,6,206.0
caerus,7,94.0
caerus,8,116.0
caerus,9,166.0
caerus,10,129.0
caerus,11,105.0
caerus,12,171.0
caerus,13,220.0
caerus,14,206.0
caerus,15,105.0
caerus,16,87.0
caerus,17,115.0
caerus,18,109.0
caerus,19,138.0
caerus,20,127.0
caerus,21,127.0
caerus,22,78.0
caerus,23,130.0
caerus,24,112.0
caerus,25,162.0
caerus,26,111.0
caerus,27,294.0
caerus,28,616.0
caerus,29,565.0
caerus,30,628.0
caerus,31,457.0
caerus,32,467.0
caerus,33,406.0
caerus,34,367.0
caerus,35,431.0
caerus,36,337.0
caerus,37,289.0
caerus,38,580.0
caerus,39,322.0
caerus,40,313.0
caerus,41,227.0
caerus,42,330.0
caerus,43,290.0
caerus,44,479.0
caerus,45,358.0
caerus,46,432.0
caerus,47,494.0
caerus,48,356.0
caerus,49,1056.0
caerus,50,675.0
caerus,51,486.0
caerus,52,410.0
caerus,1,334.0
caerus,2,489.0
caerus,3,397.0
caerus,4,367.0
caerus,5,461.0
caerus,6,674.0
caerus,7,735.0
caerus,8,594.0
caerus,9,1010.0
caerus,10,1482.0
caerus,11,829.0
classeval,18,0.0
classeval,19,626.0
classeval,20,468.0
classeval,21,275.0
classeval,22,238.0
classeval,23,228.0
classeval,24,296.0
classeval,25,147.0
classeval,26,1115.0
classeval,27,792.0
classeval,28,318.0
classeval,29,367.0
classeval,30,334.0
classeval,31,288.0
classeval,32,276.0
classeval,33,317.0
classeval,34,480.0
classeval,35,426.0
classeval,36,491.0
classeval,37,254.0
classeval,38,331.0
classeval,39,192.0
classeval,40,316.0
classeval,41,165.0
classeval,42,198.0
classeval,43,230.0
classeval,44,339.0
classeval,45,201.0
classeval,46,272.0
classeval,53,136.0
classeval,1,195.0
classeval,2,227.0
classeval,3,457.0
classeval,4,826.0
classeval,5,362.0
classeval,6,589.0
classeval,7,305.0
classeval,8,519.0
classeval,9,342.0
classeval,10,466.0
classeval,11,272.0
classeval,12,302.0
classeval,13,620.0
classeval,14,566.0
classeval,15,276.0
classeval,16,290.0
classeval,17,315.0
classeval,18,253.0
classeval,19,343.0
classeval,20,344.0
classeval,21,331.0
classeval,22,195.0
classeval,23,291.0
classeval,24,286.0
classeval,25,381.0
classeval,26,317.0
classeval,27,239.0
classeval,28,414.0
classeval,29,444.0
classeval,30,464.0
classeval,31,286.0
classeval,32,347.0
classeval,33,314.0
classeval,34,246.0
classeval,35,260.0
classeval,36,200.0
classeval,37,187.0
classeval,38,452.0
classeval,39,285.0
classeval,40,270.0
classeval,41,76.0
classeval,42,274.0
classeval,43,162.0
classeval,44,191.0
classeval,45,141.0
classeval,46,192.0
classeval,47,318.0
classeval,48,191.0
classeval,49,693.0
classeval,50,406.0
classeval,51,411.0
classeval,52,311.0
classeval,1,223.0
classeval,2,342.0
classeval,3,334.0
classeval,4,283.0
classeval,5,211.0
classeval,6,342.0
classeval,7,327.0
classeval,8,725.0
classeval,9,611.0
classeval,10,1099.0
classeval,11,460.0
clusteval,18,0.0
clusteval,19,65.0
clusteval,20,59.0
clusteval,21,88.0
clusteval,22,68.0
clusteval,23,77.0
clusteval,24,72.0
clusteval,25,425.0
clusteval,26,233.0
clusteval,27,135.0
clusteval,28,118.0
clusteval,29,136.0
clusteval,30,598.0
clusteval,31,227.0
clusteval,32,159.0
clusteval,33,474.0
clusteval,34,153.0
clusteval,35,205.0
clusteval,36,233.0
clusteval,37,167.0
clusteval,38,248.0
clusteval,39,473.0
clusteval,40,306.0
clusteval,41,368.0
clusteval,42,534.0
clusteval,43,254.0
clusteval,44,513.0
clusteval,45,633.0
clusteval,46,347.0
clusteval,53,149.0
clusteval,1,404.0
clusteval,2,1060.0
clusteval,3,765.0
clusteval,4,630.0
clusteval,5,580.0
clusteval,6,642.0
clusteval,7,266.0
clusteval,8,270.0
clusteval,9,346.0
clusteval,10,454.0
clusteval,11,248.0
clusteval,12,834.0
clusteval,13,607.0
clusteval,14,424.0
clusteval,15,465.0
clusteval,16,446.0
clusteval,17,410.0
clusteval,18,518.0
clusteval,19,340.0
clusteval,20,369.0
clusteval,21,408.0
clusteval,22,335.0
clusteval,23,375.0
clusteval,24,912.0
clusteval,25,514.0
clusteval,26,379.0
clusteval,27,334.0
clusteval,28,464.0
clusteval,29,491.0
clusteval,30,502.0
clusteval,31,404.0
clusteval,32,446.0
clusteval,33,381.0
clusteval,34,387.0
clusteval,35,521.0
clusteval,36,382.0
clusteval,37,418.0
clusteval,38,665.0
clusteval,39,473.0
clusteval,40,566.0
clusteval,41,253.0
clusteval,42,920.0
clusteval,43,425.0
clusteval,44,714.0
clusteval,45,415.0
clusteval,46,794.0
clusteval,47,484.0
clusteval,48,1353.0
clusteval,49,1267.0
clusteval,50,1578.0
clusteval,51,986.0
clusteval,52,783.0
clusteval,1,624.0
clusteval,2,1127.0
clusteval,3,1113.0
clusteval,4,1605.0
clusteval,5,674.0
clusteval,6,832.0
clusteval,7,613.0
clusteval,8,1072.0
clusteval,9,843.0
clusteval,10,1920.0
clusteval,11,904.0
clustimage,18,0.0
clustimage,19,0.0
clustimage,20,0.0
clustimage,21,0.0
clustimage,22,0.0
clustimage,23,0.0
clustimage,24,0.0
clustimage,25,0.0
clustimage,26,0.0
clustimage,27,0.0
clustimage,28,0.0
clustimage,29,0.0
clustimage,30,0.0
clustimage,31,0.0
clustimage,32,0.0
clustimage,33,0.0
clustimage,34,0.0
clustimage,35,0.0
clustimage,36,0.0
clustimage,37,0.0
clustimage,38,0.0
clustimage,39,0.0
clustimage,40,0.0
clustimage,41,0.0
clustimage,42,0.0
clustimage,43,0.0
clustimage,44,0.0
clustimage,45,0.0
clustimage,46,0.0
clustimage,53,0.0
clustimage,1,0.0
clustimage,2,0.0
clustimage,3,0.0
clustimage,4,0.0
clustimage,5,0.0
clustimage,6,0.0
clustimage,7,0.0
clustimage,8,0.0
clustimage,9,0.0
clustimage,10,0.0
clustimage,11,0.0
clustimage,12,0.0
clustimage,13,0.0
clustimage,14,0.0
clustimage,15,0.0
clustimage,16,0.0
clustimage,17,0.0
clustimage,18,0.0
clustimage,19,0.0
clustimage,20,0.0
clustimage,21,0.0
clustimage,22,0.0
clustimage,23,0.0
clustimage,24,0.0
clustimage,25,0.0
clustimage,26,0.0
clustimage,27,0.0
clustimage,28,0.0
clustimage,29,0.0
clustimage,30,0.0
clustimage,31,0.0
clustimage,32,0.0
clustimage,33,0.0
clustimage,34,0.0
clustimage,35,0.0
clustimage,36,0.0
clustimage,37,0.0
clustimage,38,0.0
clustimage,39,0.0
clustimage,40,0.0
clustimage,41,0.0
clustimage,42,0.0
clustimage,43,0.0
clustimage,44,0.0
clustimage,45,74.0
clustimage,46,1430.0
clustimage,47,322.0
clustimage,48,755.0
clustimage,49,708.0
clustimage,50,2216.0
clustimage,51,819.0
clustimage,52,1265.0
clustimage,1,732.0
clustimage,2,876.0
clustimage,3,1429.0
clustimage,4,1078.0
clustimage,5,913.0
clustimage,6,692.0
clustimage,7,564.0
clustimage,8,931.0
clustimage,9,1472.0
clustimage,10,1906.0
clustimage,11,981.0
colourmap,18,0.0
colourmap,19,213.0
colourmap,20,217.0
colourmap,21,273.0
colourmap,22,306.0
colourmap,23,232.0
colourmap,24,237.0
colourmap,25,183.0
colourmap,26,278.0
colourmap,27,223.0
colourmap,28,269.0
colourmap,29,284.0
colourmap,30,229.0
colourmap,31,250.0
colourmap,32,215.0
colourmap,33,215.0
colourmap,34,199.0
colourmap,35,235.0
colourmap,36,237.0
colourmap,37,232.0
colourmap,38,295.0
colourmap,39,341.0
colourmap,40,356.0
colourmap,41,423.0
colourmap,42,557.0
colourmap,43,363.0
colourmap,44,342.0
colourmap,45,402.0
colourmap,46,656.0
colourmap,53,684.0
colourmap,1,322.0
colourmap,2,525.0
colourmap,3,1017.0
colourmap,4,446.0
colourmap,5,635.0
colourmap,6,1078.0
colourmap,7,808.0
colourmap,8,1056.0
colourmap,9,842.0
colourmap,10,867.0
colourmap,11,1487.0
colourmap,12,1318.0
colourmap,13,1201.0
colourmap,14,779.0
colourmap,15,1094.0
colourmap,16,1105.0
colourmap,17,1440.0
colourmap,18,1030.0
colourmap,19,1192.0
colourmap,20,1057.0
colourmap,21,970.0
colourmap,22,1038.0
colourmap,23,791.0
colourmap,24,970.0
colourmap,25,1209.0
colourmap,26,1205.0
colourmap,27,859.0
colourmap,28,857.0
colourmap,29,956.0
colourmap,30,757.0
colourmap,31,858.0
colourmap,32,830.0
colourmap,33,634.0
colourmap,34,724.0
colourmap,35,704.0
colourmap,36,1236.0
colourmap,37,1997.0
colourmap,38,954.0
colourmap,39,1083.0
colourmap,40,1214.0
colourmap,41,1534.0
colourmap,42,1246.0
colourmap,43,1286.0
colourmap,44,1180.0
colourmap,45,1073.0
colourmap,46,1318.0
colourmap,47,1405.0
colourmap,48,900.0
colourmap,49,1415.0
colourmap,50,1450.0
colourmap,51,1188.0
colourmap,52,1202.0
colourmap,1,1097.0
colourmap,2,1254.0
colourmap,3,974.0
colourmap,4,1171.0
colourmap,5,977.0
colourmap,6,1075.0
colourmap,7,816.0
colourmap,8,993.0
colourmap,9,1001.0
colourmap,10,1522.0
colourmap,11,1093.0
d3graph,18,0.0
d3graph,19,76.0
d3graph,20,143.0
d3graph,21,168.0
d3graph,22,142.0
d3graph,23,106.0
d3graph,24,132.0
d3graph,25,118.0
d3graph,26,482.0
d3graph,27,196.0
d3graph,28,532.0
d3graph,29,245.0
d3graph,30,246.0
d3graph,31,219.0
d3graph,32,224.0
d3graph,33,473.0
d3graph,34,177.0
d3graph,35,225.0
d3graph,36,287.0
d3graph,37,189.0
d3graph,38,192.0
d3graph,39,127.0
d3graph,40,222.0
d3graph,41,117.0
d3graph,42,162.0
d3graph,43,158.0
d3graph,44,186.0
d3graph,45,134.0
d3graph,46,201.0
d3graph,53,185.0
d3graph,1,95.0
d3graph,2,219.0
d3graph,3,249.0
d3graph,4,156.0
d3graph,5,213.0
d3graph,6,372.0
d3graph,7,162.0
d3graph,8,119.0
d3graph,9,202.0
d3graph,10,273.0
d3graph,11,190.0
d3graph,12,181.0
d3graph,13,379.0
d3graph,14,326.0
d3graph,15,440.0
d3graph,16,237.0
d3graph,17,778.0
d3graph,18,298.0
d3graph,19,270.0
d3graph,20,282.0
d3graph,21,311.0
d3graph,22,660.0
d3graph,23,496.0
d3graph,24,274.0
d3graph,25,488.0
d3graph,26,249.0
d3graph,27,421.0
d3graph,28,281.0
d3graph,29,564.0
d3graph,30,519.0
d3graph,31,400.0
d3graph,32,404.0
d3graph,33,365.0
d3graph,34,270.0
d3graph,35,430.0
d3graph,36,394.0
d3graph,37,372.0
d3graph,38,458.0
d3graph,39,413.0
d3graph,40,324.0
d3graph,41,111.0
d3graph,42,155.0
d3graph,43,275.0
d3graph,44,187.0
d3graph,45,178.0
d3graph,46,205.0
d3graph,47,298.0
d3graph,48,283.0
d3graph,49,1109.0
d3graph,50,693.0
d3graph,51,660.0
d3graph,52,360.0
d3graph,1,342.0
d3graph,2,410.0
d3graph,3,391.0
d3graph,4,488.0
d3graph,5,252.0
d3graph,6,324.0
d3graph,7,231.0
d3graph,8,1003.0
d3graph,9,1061.0
d3graph,10,1906.0
d3graph,11,688.0
d3heatmap,18,0.0
d3heatmap,19,0.0
d3heatmap,20,0.0
d3heatmap,21,0.0
d3heatmap,22,0.0
d3heatmap,23,0.0
d3heatmap,24,0.0
d3heatmap,25,0.0
d3heatmap,26,0.0
d3heatmap,27,0.0
d3heatmap,28,0.0
d3heatmap,29,0.0
d3heatmap,30,0.0
d3heatmap,31,0.0
d3heatmap,32,0.0
d3heatmap,33,0.0
d3heatmap,34,0.0
d3heatmap,35,0.0
d3heatmap,36,0.0
d3heatmap,37,0.0
d3heatmap,38,0.0
d3heatmap,39,0.0
d3heatmap,40,1153.0
d3heatmap,41,459.0
d3heatmap,42,264.0
d3heatmap,43,235.0
d3heatmap,44,243.0
d3heatmap,45,161.0
d3heatmap,46,215.0
d3heatmap,53,160.0
d3heatmap,1,78.0
d3heatmap,2,214.0
d3heatmap,3,298.0
d3heatmap,4,262.0
d3heatmap,5,246.0
d3heatmap,6,360.0
d3heatmap,7,159.0
d3heatmap,8,192.0
d3heatmap,9,260.0
d3heatmap,10,292.0
d3heatmap,11,189.0
d3heatmap,12,246.0
d3heatmap,13,421.0
d3heatmap,14,314.0
d3heatmap,15,238.0
d3heatmap,16,202.0
d3heatmap,17,276.0
d3heatmap,18,449.0
d3heatmap,19,229.0
d3heatmap,20,243.0
d3heatmap,21,307.0
d3heatmap,22,222.0
d3heatmap,23,268.0
d3heatmap,24,220.0
d3heatmap,25,352.0
d3heatmap,26,135.0
d3heatmap,27,187.0
d3heatmap,28,173.0
d3heatmap,29,272.0
